group,WQSC,location,river,state,Latitude,Longitude
"Class C",4439,"RIVER YAMUNA U/S RANBAXY","RIVER YAMUNA","HIMACHAL PRADESH","30.427477","77.589102"
"Class C",4440,"RIVER YAMUNA D/S RANBAXY","RIVER YAMUNA","HIMACHAL PRADESH","30.429123","77.603639"
"Class C",4441,"RIVER GIRI U/S PROPOSED SITE OF SRI RENUKAJI DAM SITE.","RIVER GIRI","HIMACHAL PRADESH","30.613634","77.442374"
"NOT Class C",4442,"RIVER GIRI D/S PROPOSED SITE OF SRI RENUKAJI DAM SITE NEAR BRIDGE AT DADAHU- RENUKAJI","RIVER GIRI D/S PROPOSED SITE OF SRI RENUKAJI DAM SITE NEAR BRIDGE","HIMACHAL PRADESH","30.603186","77.441056"
"Class C",4443,"RIVER BEAS AT RAISON","RIVER BEAS","HIMACHAL PRADESH","32.055762","77.135767"
"Class C",4444,"RIVER BEAS D/S OF WPF AT MANALI","RIVER BEAS D/S OF WPF","HIMACHAL PRADESH","32.235933","77.190982"
"Class C",4445,"RIVER BEAS D/S OF WPF AT KULLU","RIVER BEAS D/S OF WPF","HIMACHAL PRADESH","31.956695","77.114211"
"Class C",4446,"RIVER SUTLEJ U/S IANDFILL SITE RAMPUR","RIVER SUTLEJ","HIMACHAL PRADESH","31.448534","77.63401"
"Class C",4447,"RIVER STLUJ D/S LANDFILL SITE RAMPUR","RIVER STLUJ","HIMACHAL PRADESH","31.443072","77.627852"
"Class C",4448,"RIVER SUTLEJ U/S CONFLUENCES OF RIVER TIDONG","RIVER SUTLEJ","HIMACHAL PRADESH","31.590541","78.441513"
"Class C",4449,"RIVER SUTLEJ D/S CONFLUENCES OF RIVER TIDONG","RIVER SUTLEJ","HIMACHAL PRADESH","31.582156","78.428551"
"Class C",4450,"RIVER SUTLEJ U/S CONFLUENCE WITH GANVI KHAND","RIVER SUTLEJ","HIMACHAL PRADESH","31.547992","77.792487"
"Class C",4451,"RIVER SUTLEJ D/S CONFLUENCE WITH GANVI KHAD","RIVER SUTLEJ","HIMACHAL PRADESH","31.536062","77.777423"
"Class C",4452,"RIVER SUTLEJ U/S CONFLUENCES OF RIVER BASPA","RIVER SUTLEJ","HIMACHAL PRADESH","31.498702","78.207331"
"Class C",4457,"BANER KHAD U/S CHAMUNDA TEMPLE","BANER KHAD","HIMACHAL PRADESH","32.022035","76.228191"
"Class C",4458,"BANER KHAD D/S CHAMUNDA TEMPLE","BANER KHAD","HIMACHAL PRADESH","32.005553","76.156208"
"NOT Class C",4460,"CHARAN KHAD U/S BHAGSUNAG","CHARAN KHAD","HIMACHAL PRADESH","32.221173","76.329502"
"Class C",4464,"ALHI RIVER-NOG(NEAR WATER SUPPLY SCHEME INTAKE)TRIBUTARY OF RIVER SUTLEJ",,"HIMACHAL PRADESH","31.3725","76.783889"
"Class C",4465,"HARABAGH(INTAKE FROM BBMB SOURCE-BBMB ADIT HARABGH)WATE SPRING",,"HIMACHAL PRADESH","31.491667","76.873056"
"Class C",4479,"ASHWANI RIVER AT SADHUPUL (U/S OF BRIDGE TOWARDS CHAIL.)","ASHWANI RIVER","HIMACHAL PRADESH","30.993685","77.160996"
"Class C",46,"TAPI AT UKAI, SHERULA BRIDGE",TAPI,GUJARAT,"21.259844","73.565783"
"Class C",47,"TAPI AT KATHORE, (NH-8 BRIDGE)",TAPI,GUJARAT,"21.284075","72.952236"
"NOT Class C",4719,"RIVER TORSA D/S OF GHUGHUMARI","RIVER TORSA","WEST BENGAL","26.355748","89.369404"
"NOT Class C",4724,"RIVER TORSA AT HASIMARA","RIVER TORSA","WEST BENGAL","26.728854","89.324331"
"NOT Class C",48,"SUBARNAREKHA AT CHANDIL BRIDGE",SUBARNAREKHA,JHARKHAND,"22.948415","86.013303"
"NOT Class C",49,"SUBARNAREKHA AT D/S JAMSHEDPUR, (TATA NAGAR)",SUBARNAREKHA,JHARKHAND,"22.820861","86.232528"
"Class C",5,"MAHI AT VASAD",MAHI,GUJARAT,"22.4405","73.073361"
"NOT Class C",50,"CAUVERY AT METTUR",CAUVERY,"TAMIL NADU","11.796255","77.806971"
"NOT Class C",51,"CAUVERY AT PALLIPPALAYAM",CAUVERY,"TAMIL NADU","11.368215","77.741107"
"Class C",9,"TAPI AT NEPANAGAR",TAPI,"MADHYA PRADESH","21.4345","76.436556"
